Employee_ID,Name,Department,Designation,Month,Monthly_Sales,Monthly_Customer_Feedback_Score
38,Lena Kuhn,Sales,Sales Representative,September,3629,8.1
38,Lena Kuhn,Sales,Sales Representative,October,4262,7.8
38,Lena Kuhn,Sales,Sales Representative,November,4182,7.5
38,Lena Kuhn,Sales,Sales Representative,December,3815,8.5
39,Matteo Fischer,Sales,Sales Representative,January,5106,8.1
39,Matteo Fischer,Sales,Sales Representative,February,5092,8.6
39,Matteo Fischer,Sales,Sales Representative,March,4832,6.6
39,Matteo Fischer,Sales,Sales Representative,April,4012,8.4
39,Matteo Fischer,Sales,Sales Representative,May,4472,9.0
39,Matteo Fischer,Sales,Sales Representative,June,4776,8.7
39,Matteo Fischer,Sales,Sales Representative,July,4586,8.3
39,Matteo Fischer,Sales,Sales Representative,August,4813,8.4
39,Matteo Fischer,Sales,Sales Representative,September,4639,7.6
39,Matteo Fischer,Sales,Sales Representative,October,4154,6.8
39,Matteo Fischer,Sales,Sales Representative,November,5254,9.1
39,Matteo Fischer,Sales,Sales Representative,December,4183,9.2
40,Alessia Keller,Sales,Sales Manager,January,5840,9.3
40,Alessia Keller,Sales,Sales Manager,February,7641,8.1
40,Alessia Keller,Sales,Sales Manager,March,7573,7.0
40,Alessia Keller,Sales,Sales Manager,April,8336,8.9
40,Alessia Keller,Sales,Sales Manager,May,6866,8.2
40,Alessia Keller,Sales,Sales Manager,June,7240,9.1
40,Alessia Keller,Sales,Sales Manager,July,7138,8.0
40,Alessia Keller,Sales,Sales Manager,August,7647,8.8
40,Alessia Keller,Sales,Sales Manager,September,7438,8.6
40,Alessia Keller,Sales,Sales Manager,October,7231,8.0
40,Alessia Keller,Sales,Sales Manager,November,6630,8.9
40,Alessia Keller,Sales,Sales Manager,December,6428,8.6
41,Anna Steiner,Sales,Sales Executive,January,4737,9.0
41,Anna Steiner,Sales,Sales Executive,February,4920,9.6
41,Anna Steiner,Sales,Sales Executive,March,4659,9.0
41,Anna Steiner,Sales,Sales Executive,April,4798,6.9
41,Anna Steiner,Sales,Sales Executive,May,5695,8.3
41,Anna Steiner,Sales,Sales Executive,June,5158,8.6
41,Anna Steiner,Sales,Sales Executive,July,5490,9.1
41,Anna Steiner,Sales,Sales Executive,August,5288,9.3
41,Anna Steiner,Sales,Sales Executive,September,4238,9.3
41,Anna Steiner,Sales,Sales Executive,October,5027,9.6
41,Anna Steiner,Sales,Sales Executive,November,5765,9.2
41,Anna Steiner,Sales,Sales Executive,December,4787,9.4
42,Sarah Schneider,Sales,Sales Executive,January,4826,9.6
42,Sarah Schneider,Sales,Sales Executive,February,4725,8.5
42,Sarah Schneider,Sales,Sales Executive,March,5978,8.0
42,Sarah Schneider,Sales,Sales Executive,April,4972,8.7
42,Sarah Schneider,Sales,Sales Executive,May,5333,8.8
42,Sarah Schneider,Sales,Sales Executive,June,5212,9.8
42,Sarah Schneider,Sales,Sales Executive,July,5243,9.7
42,Sarah Schneider,Sales,Sales Executive,August,4151,8.1
42,Sarah Schneider,Sales,Sales Executive,September,5161,9.3
42,Sarah Schneider,Sales,Sales Executive,October,4596,8.0
42,Sarah Schneider,Sales,Sales Executive,November,5652,8.1
42,Sarah Schneider,Sales,Sales Executive,December,5071,8.7
43,Luca Schneider,Sales,Field Sales Specialist,January,3780,8.2
43,Luca Schneider,Sales,Field Sales Specialist,February,3487,8.6
43,Luca Schneider,Sales,Field Sales Specialist,March,3610,8.2
43,Luca Schneider,Sales,Field Sales Specialist,April,4268,9.0
43,Luca Schneider,Sales,Field Sales Specialist,May,3394,9.1
43,Luca Schneider,Sales,Field Sales Specialist,June,4384,7.6
43,Luca Schneider,Sales,Field Sales Specialist,July,3744,6.9
43,Luca Schneider,Sales,Field Sales Specialist,August,4043,8.7
43,Luca Schneider,Sales,Field Sales Specialist,September,4084,9.5
43,Luca Schneider,Sales,Field Sales Specialist,October,3665,7.5
43,Luca Schneider,Sales,Field Sales Specialist,November,3783,9.0
43,Luca Schneider,Sales,Field Sales Specialist,December,4099,7.6
44,Luca Steiner,Sales,Sales Trainee,January,2967,7.1
44,Luca Steiner,Sales,Sales Trainee,February,3816,7.5
44,Luca Steiner,Sales,Sales Trainee,March,2665,8.2
44,Luca Steiner,Sales,Sales Trainee,April,2803,7.6
44,Luca Steiner,Sales,Sales Trainee,May,2914,7.1
44,Luca Steiner,Sales,Sales Trainee,June,3114,7.0
44,Luca Steiner,Sales,Sales Trainee,July,3136,7.2
44,Luca Steiner,Sales,Sales Trainee,August,2938,8.0
44,Luca Steiner,Sales,Sales Trainee,September,2753,8.1
44,Luca Steiner,Sales,Sales Trainee,October,3102,7.5
44,Luca Steiner,Sales,Sales Trainee,November,3207,6.3
44,Luca Steiner,Sales,Sales Trainee,December,2954,7.2
45,Mia Gerber,Sales,Field Sales Specialist,January,4108,7.9
45,Mia Gerber,Sales,Field Sales Specialist,February,3326,8.9
45,Mia Gerber,Sales,Field Sales Specialist,March,3940,9.5
45,Mia Gerber,Sales,Field Sales Specialist,April,3946,7.8
45,Mia Gerber,Sales,Field Sales Specialist,May,3795,7.7
45,Mia Gerber,Sales,Field Sales Specialist,June,4174,8.7
45,Mia Gerber,Sales,Field Sales Specialist,July,3557,7.8
45,Mia Gerber,Sales,Field Sales Specialist,August,4118,8.9
45,Mia Gerber,Sales,Field Sales Specialist,September,4424,9.1
45,Mia Gerber,Sales,Field Sales Specialist,October,4453,8.6
45,Mia Gerber,Sales,Field Sales Specialist,November,4247,7.7
45,Mia Gerber,Sales,Field Sales Specialist,December,4632,9.2
46,Leon Herrmann,Sales,Sales Executive,January,3696,9.2
46,Leon Herrmann,Sales,Sales Executive,February,5240,8.6
46,Leon Herrmann,Sales,Sales Executive,March,4727,9.5
46,Leon Herrmann,Sales,Sales Executive,April,4981,9.7
46,Leon Herrmann,Sales,Sales Executive,May,4900,7.5
46,Leon Herrmann,Sales,Sales Executive,June,4955,7.7
46,Leon Herrmann,Sales,Sales Executive,July,4374,8.2
46,Leon Herrmann,Sales,Sales Executive,August,5817,9.1
46,Leon Herrmann,Sales,Sales Executive,September,5036,7.8
46,Leon Herrmann,Sales,Sales Executive,October,4609,8.0
46,Leon Herrmann,Sales,Sales Executive,November,5784,8.8
46,Leon Herrmann,Sales,Sales Executive,December,4367,9.4
47,Laura Weber,Sales,Field Sales Specialist,January,4227,7.8
47,Laura Weber,Sales,Field Sales Specialist,February,3543,7.1
47,Laura Weber,Sales,Field Sales Specialist,March,3910,7.9
47,Laura Weber,Sales,Field Sales Specialist,April,3362,8.7
47,Laura Weber,Sales,Field Sales Specialist,May,3834,8.8
47,Laura Weber,Sales,Field Sales Specialist,June,3471,8.5
47,Laura Weber,Sales,Field Sales Specialist,July,3960,9.7
47,Laura Weber,Sales,Field Sales Specialist,August,4522,9.1
47,Laura Weber,Sales,Field Sales Specialist,September,4241,7.8
47,Laura Weber,Sales,Field Sales Specialist,October,3924,8.7
47,Laura Weber,Sales,Field Sales Specialist,November,3747,8.7
47,Laura Weber,Sales,Field Sales Specialist,December,3535,8.4
48,Samuel Steiner,Sales,Sales Representative,January,4063,7.7
48,Samuel Steiner,Sales,Sales Representative,February,3508,8.4
48,Samuel Steiner,Sales,Sales Representative,March,4252,7.8
48,Samuel Steiner,Sales,Sales Representative,April,4727,7.5
48,Samuel Steiner,Sales,Sales Representative,May,4838,8.3
48,Samuel Steiner,Sales,Sales Representative,June,4379,7.8
48,Samuel Steiner,Sales,Sales Representative,July,4500,6.8
48,Samuel Steiner,Sales,Sales Representative,August,4487,8.0
48,Samuel Steiner,Sales,Sales Representative,September,4481,8.3
48,Samuel Steiner,Sales,Sales Representative,October,4184,8.0
48,Samuel Steiner,Sales,Sales Representative,November,4823,8.3
48,Samuel Steiner,Sales,Sales Representative,December,4874,8.5
49,Anna Müller,Sales,Sales Executive,January,5915,7.1
49,Anna Müller,Sales,Sales Executive,February,4167,8.6
49,Anna Müller,Sales,Sales Executive,March,5233,8.4
49,Anna Müller,Sales,Sales Executive,April,5049,8.2
49,Anna Müller,Sales,Sales Executive,May,5044,9.1
49,Anna Müller,Sales,Sales Executive,June,4854,8.8
49,Anna Müller,Sales,Sales Executive,July,4082,8.6
49,Anna Müller,Sales,Sales Executive,August,5241,9.5
49,Anna Müller,Sales,Sales Executive,September,4504,8.9
49,Anna Müller,Sales,Sales Executive,October,4604,8.2
49,Anna Müller,Sales,Sales Executive,November,5356,8.8
49,Anna Müller,Sales,Sales Executive,December,5695,9.0
50,Lena Meyer,Sales,Field Sales Specialist,January,4091,7.7
50,Lena Meyer,Sales,Field Sales Specialist,February,4064,7.5
50,Lena Meyer,Sales,Field Sales Specialist,March,3531,7.6
50,Lena Meyer,Sales,Field Sales Specialist,April,4443,7.2
50,Lena Meyer,Sales,Field Sales Specialist,May,3668,8.0
50,Lena Meyer,Sales,Field Sales Specialist,June,3743,8.8
50,Lena Meyer,Sales,Field Sales Specialist,July,4492,7.9
50,Lena Meyer,Sales,Field Sales Specialist,August,4139,9.6
50,Lena Meyer,Sales,Field Sales Specialist,September,3578,8.5
50,Lena Meyer,Sales,Field Sales Specialist,October,3803,8.6
50,Lena Meyer,Sales,Field Sales Specialist,November,3501,7.4
50,Lena Meyer,Sales,Field Sales Specialist,December,3931,7.0
